Phi_ext,I_s_original,I_s_trend,I_s_detrended,I_s_ls_fit
0.0029028,1.14e-06,1.7149773008564519e-06,-5.749773008564518e-07,1.259293096552737e-06
0.002903,1.2e-06,1.7156365007037683e-06,-5.156365007037684e-07,1.2201807450879484e-06
0.0029032,1.14e-06,1.7162957005510848e-06,-5.762957005510847e-07,1.1895013083543464e-06
0.0029034,1.08e-06,1.716954900398403e-06,-6.369549003984029e-07,1.1678027134536082e-06
0.0029036,1.02e-06,1.717614100245721e-06,-6.976141002457211e-07,1.155475865766842e-06
0.0029038,1.08e-06,1.7182733000930375e-06,-6.382733000930375e-07,1.1527478143353844e-06
0.002904,1.08e-06,1.718932499940354e-06,-6.389324999403539e-07,1.1596777821185496e-06
0.0029042,1.14e-06,1.7195916997876721e-06,-5.79591699787672e-07,1.1761561305326765e-06
0.0029044,1.38e-06,1.7202508996349903e-06,-3.4025089963499034e-07,1.2019062763829965e-06
0.0029046,1.32e-06,1.7209100994823067e-06,-4.0091009948230664e-07,1.236489527664315e-06
0.0029048,1.44e-06,1.7215692993296232e-06,-2.815692993296232e-07,1.279312753685344e-06
0.002905,1.38e-06,1.7222284991769413e-06,-3.422284991769414e-07,1.3296387554107462e-06
0.0029052,1.56e-06,1.7228876990242595e-06,-1.6288769902425936e-07,1.3865991547050432e-06
0.0029054,1.74e-06,1.723546898871576e-06,1.6453101128424162e-08,1.4492095771289647e-06
0.0029056,1.98e-06,1.724206098718894e-06,2.5579390128110605e-07,1.5163868627891232e-06
0.0029058,1.86e-06,1.7248652985662105e-06,1.3513470143378947e-07,1.5869680044286452e-06
0.002906,1.98e-06,1.7255244984135287e-06,2.5447550158647145e-07,1.6597304815077284e-06
0.0029062,2.1e-06,1.726183698260845e-06,3.738163017391547e-07,1.7334136348520987e-06
0.0029064,2.1e-06,1.7268428981081632e-06,3.7315710189183655e-07,1.8067407081137557e-06
0.0029066,2.16e-06,1.7275020979554797e-06,4.3249790204452037e-07,1.8784411706758969e-06
0.0029068,2.22e-06,1.7281612978027978e-06,4.918387021972021e-07,1.947272931706713e-06
